"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-704","La edad del conjunto Ruyang está acotada de forma más amplia y menos directa que la del Grupo Roper.","biota del Grupo Ruyang","posee_restriccion_estratigrafica*","límites amplios y menos directos que los del Grupo Roper","expresa","S150 discusión estratigráfica","no evaluado","media","Las dataciones proceden de unidades adyacentes y no se fabrica un intervalo numérico hasta localizar límites publicados comparables. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-705","Qingshania magnifica procede de la Formación Chuanlinggou, datada en aproximadamente 1.63 Ga.","Qingshania magnifica","tiene_edad_estimada","aproximadamente 1.63 Ga","expresa","S154 resumen y §Geological setting","no evaluado","alta","La edad deriva del marco estratigráfico y geocronológico de la formación. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-706","En 262 microfósiles medidos de Qingshania magnifica, el diámetro transversal fue 20–194 µm, con media 73 µm y desviación estándar 29 µm.","distribución de diámetros de Qingshania magnifica","posee_vector_de_medición*","{rango=20–194 µm; media=73 µm; desviación estándar=29 µm; n=262}","expresa","S154 Results, descripción morfológica de 278 microfósiles; fig. 4B,F; Methods §Measurement of fossils","no evaluado","alta","Las cuatro coordenadas describen una única distribución publicada. El máximo de 250 µm pertenece al material tipo de 1989 citado en la introducción y no sustituye la muestra nueva; no se recalculó ni convirtió ninguna medida.","resuelta","vigente"
"C-707","Miao y colaboradores interpretaron Qingshania magnifica como un eucariota multicelular, sin asignarlo con seguridad a un grupo corona viviente.","Qingshania magnifica","clasificado_como_por","eucariota multicelular de posición interna incierta","expresa","S154 discusión","no evaluado","baja","La multicelularidad se apoya en continuidad filamentosa y tamaño; faltan caracteres diagnósticos de un clado viviente. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-708","Grypania spiralis fue interpretada como un alga eucariota macroscópica en la Formación de Hierro Negaunee de aproximadamente 2.1 Ga.","Grypania spiralis","clasificado_como_por","posible alga eucariota","expresa","S155 resumen","no evaluado","desconocida","La morfología helicoidal macroscópica no excluye estructuras no eucariotas ni pseudofósiles. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-709","Knoll y colaboradores consideraron muy probable el origen eucariota de Grypania spiralis, pero indicaron que sus relaciones filogenéticas no estaban bien restringidas.","Grypania spiralis","tiene_estado*","origen eucariota muy probable y relaciones filogenéticas no bien restringidas","expresa","S152 p. 1025, §3; fig. 2i","no evaluado","media","El pasaje distingue explícitamente la asignación eucariota general de una ubicación filogenética interna, que permanece abierta.","parcialmente resuelta","vigente"
"C-710","Rafatazmia chitrakootensis fue descrita en la Dolomía Tirohan de la cuenca Vindhyan y se le atribuyó una edad aproximada de 1.6 Ga.","Rafatazmia chitrakootensis","tiene_edad_estimada","aproximadamente 1.6 Ga","expresa","S156 resumen y §Geological setting","no evaluado","media","La edad depende de la correlación estratigráfica de la unidad portadora. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-711","Bengtson y colaboradores interpretaron Rafatazmia chitrakootensis como una rodófita del grupo corona.","Rafatazmia chitrakootensis","clasificado_como_por","Rhodophyta grupo corona","expresa","S156 título; discusión","no evaluado","baja","La interpretación usa organización celular tridimensional y comparación morfológica; otros autores consideran insuficientes esos caracteres. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-712","La asignación de Rafatazmia chitrakootensis a Rhodophyta corona es cuestionada por la ausencia de caracteres reproductivos inequívocos y por incertidumbres estratigráficas.","afirmación C-711","cuestionado_por","ambigüedad morfológica y estratigráfica","sintesis(C-710, C-711)","S152 discusión; S178 §fossil record","no evaluado","media","La contraargumentación no niega su origen biológico, sino la resolución taxonómica y temporal.","sin resolver","vigente"
"C-713","Los microfósiles con forma de vasija del Grupo Chuar fueron comparados con amebas testadas modernas y se interpretan habitualmente dentro de Amoebozoa o su grupo total.","microfósiles con forma de vasija del Grupo Chuar","clasificado_como_por","amebas testadas próximas a Amoebozoa","expresa","S157 resumen y discusión","no evaluado","baja","La clasificación se apoya en forma de la testa y abertura, pero carece de datos moleculares y partes blandas. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-714","Las unidades portadoras de perforaciones estudiadas por Porter en el Grupo Chuar se sitúan entre 780 y 740 Ma.","perforaciones del Grupo Chuar","tiene_edad_estimada","780–740 Ma","expresa","S158 título; §Geological setting","no evaluado","alta","El intervalo procede del marco estratigráfico de la sucesión; no es una fecha individual por perforación. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-715","Porter midió perforaciones circulares de 0.1–3.4 µm en siete especies de microfósiles orgánicos del Grupo Chuar.","perforaciones en acritarcos del Grupo Chuar","tiene_valor_medido","0.1–3.4 µm","expresa","S158 resumen; resultados; Supplementary Data Table 1 en Dryad 10.5061/dryad.6pr6c","no evaluado","alta","Es un rango de observaciones individuales publicado con la tabla de tamaños y especímenes, no un estimador puntual con SE, SD o IC. No se convirtió el rango en margen de error.","resuelta","vigente"
"C-716","La regularidad, distribución taxonómica y semejanza con perforaciones de protistas vampirélidos apoyan una interpretación de depredación por perforación.","perforaciones en acritarcos del Grupo Chuar","respaldado_por","depredación por perforación","expresa","S158 discusión","no evaluado","baja","La evidencia es morfológica y comparativa; el depredador no está preservado. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-717","La diagénesis, el daño post mortem y la preparación fueron evaluados como explicaciones alternativas para la interpretación biológica de C-716.","C-716","cuestionado_por","alternativas tafonómicas y de preparación","expresa","S158 discusión","no evaluado","media","Las alternativas se discuten explícitamente, aunque la selectividad y morfología favorecen una causa biológica. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-718","Algunos microfósiles con forma de vasija presentan perforaciones aproximadamente semicirculares o circulares de 15–35 µm.","microfósiles con forma de vasija perforados","tiene_valor_medido","aproximadamente 15–35 µm","expresa","S158 resumen; discusión; material comparativo","no evaluado","media","Es el rango aproximado publicado para un conjunto menor, no un estimador puntual con SE, SD o IC; la causalidad exacta conserva incertidumbre y no se fabricó un margen de error.","parcialmente resuelta","vigente"
"C-719","No se ha identificado taxonómicamente al organismo que produjo las perforaciones del Grupo Chuar.","organismo perforador del Grupo Chuar","tiene_identidad*","no determinada","expresa","S158 discusión","no evaluado","media","No existe fósil corporal o firma molecular asociada al productor. Una sola fuente no basta para calificar el grado de consenso; la aceptación queda no evaluada.","información insuficiente","vigente"
"C-720","Bangiomorpha pubescens presenta filamentos multicelulares con diferenciación basal y patrones de división comparados con bangiales vivientes.","Bangiomorpha pubescens","posee_rasgo","filamentos diferenciados y patrones de división bangiales","expresa","S159 descripción (sin localizar con mayor precisión); figs. 4–9","no evaluado","media","La correspondencia morfológica es detallada, pero la afinidad taxonómica depende de homología de rasgos preservados. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-721","Butterfield interpretó etapas reproductivas diferenciadas de Bangiomorpha pubescens como evidencia de reproducción sexual.","Bangiomorpha pubescens","posee_rasgo","reproducción sexual inferida","expresa","S159 discusión","no evaluado","baja","La inferencia procede de secuencias morfológicas comparadas; no se observan meiosis ni gametos directamente. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-722","La sucesión que contiene Bangiomorpha pubescens fue datada en aproximadamente 1.047 Ga.","Bangiomorpha pubescens","tiene_edad_estimada","aproximadamente 1.047 Ga","expresa","S160 resumen","no evaluado","alta","La edad procede de geocronología radiométrica de la sucesión; la incertidumbre exacta no fue localizada en el fragmento recuperado. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-723","Bangiomorpha pubescens funciona como calibración mínima para divergencias eucariotas solo si se acepta su asignación a Rhodophyta corona.","Bangiomorpha pubescens","calibra_minimo*","Rhodophyta corona condicionado por afinidad","sintesis(C-720, C-722)","S160 discusión; S141 §calibrations","no evaluado","media","La fecha es robusta, pero el nodo calibrado depende de la identificación filogenética.","parcialmente resuelta","vigente"
"C-724","Ourasphaira giraldae está acotada aproximadamente entre 1010 y 890 Ma.","Ourasphaira giraldae","tiene_edad_estimada","1010–890 Ma","expresa","S161 resumen; métodos","no evaluado","media","El intervalo corresponde a los límites publicados de la Formación Grassy Bay, no a una datación directa de cada fósil.","parcialmente resuelta","vigente"
"C-725","Loron y colaboradores interpretaron Ourasphaira giraldae como un hongo sobre la base de morfología, ultraestructura y espectroscopía.","Ourasphaira giraldae","clasificado_como_por","candidato a Fungi","expresa","S161 resumen; figs. 1–3","no evaluado","baja","Convergen tres clases de evidencia, pero ninguna constituye por sí sola una sinapomorfía exclusiva de Fungi corona. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-726","La afinidad fúngica de Ourasphaira giraldae no permite asignarla con seguridad a Fungi corona ni fechar por sí sola Opisthokonta corona.","Ourasphaira giraldae","no_resuelve*","posición exacta dentro de Holomycota u Opisthokonta","sintesis(C-724, C-725)","S161 discusión; S178 §fossil record","no evaluado","media","El fósil carece de caracteres que distingan con seguridad tallo y corona en esos nodos.","sin resolver","vigente"
"C-727","Bicellum brasieri procede de depósitos lacustres de la Formación Diabaig de aproximadamente 1.0 Ga.","Bicellum brasieri","tiene_edad_estimada","aproximadamente 1.0 Ga","expresa","S162 resumen; §Geological setting","no evaluado","media","La edad es estratigráfica y el ambiente se infiere de sedimentología de la formación. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-728","Bicellum brasieri conserva una masa interna de células isodiamétricas rodeada por una capa de células alargadas.","Bicellum brasieri","posee_rasgo","dos morfotipos celulares espacialmente diferenciados","expresa","S162 resultados; figs. 1–3","no evaluado","alta","La organización se observa en especímenes fosfatados tridimensionales. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-729","Strother y colaboradores consideraron que Bicellum brasieri es más consistente con una afinidad holozoa que con un alga de pared rígida.","Bicellum brasieri","clasificado_como_por","posible Holozoa","expresa","S162 discusión","no evaluado","media","La interpretación usa arquitectura celular y ausencia aparente de pared rígida, pero no caracteres moleculares. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-730","Los autores de Bicellum brasieri indicaron que no podían excluir por completo paredes celulares delgadas y flexibles.","afirmación C-729","cuestionado_por","posibilidad de pared flexible","expresa","S162 discusión: «cannot entirely rule out thin, flexible cell walls»","no evaluado","alta","La limitación está declarada por los autores y reduce la exclusividad de la afinidad holozoa. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-731","La Formación Doushantuo fue depositada aproximadamente entre 635 y 551 Ma según dataciones U–Pb de circones en niveles volcánicos.","Formación Doushantuo","tiene_edad_estimada","635–551 Ma","expresa","S168 resumen","no evaluado","alta","Múltiples niveles de ceniza bracketan la formación mediante geocronología U–Pb.","parcialmente resuelta","vigente"
"C-732","La posición estratigráfica de la biota de Weng’an la acota como más antigua que 609 ± 5 Ma o próxima a esa edad.","biota de Weng’an","tiene_edad_estimada","más antigua que 609 ± 5 Ma o próxima según posición estratigráfica","expresa","S169 resumen","no evaluado","alta","La fecha procede de circones de una capa tobácea inmediatamente suprayacente, no de los fósiles; la afirmación conserva la restricción estratigráfica publicada.","parcialmente resuelta","vigente"
"C-733","Tianzhushania y formas del ciclo Megasphaera fueron interpretadas históricamente como embriones animales por sus divisiones palintómicas.","Tianzhushania/Megasphaera","clasificado_como_por","embriones animales","expresa","S166 introducción; S168 introducción: contexto","no evaluado","baja","La morfología recuerda clivaje, pero procesos similares ocurren en protistas enquistantes.","sin resolver","histórica"
"C-734","Huldtgren y colaboradores reinterpretaron fósiles de Tianzhushania como protistas holozoos enquistantes con núcleos fosilizados y estructuras de germinación.","Tianzhushania/Megasphaera","clasificado_como_por","protistas holozoos enquistantes","expresa","S163 título; resultados","no evaluado","media","La tomografía revela estructuras incompatibles con algunas expectativas embrionarias, pero la interpretación fue discutida. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-735","Chen y colaboradores interpretaron estructuras internas de fósiles tipo Megasphaera como diferenciación celular y separación germen–soma.","fósiles tipo Megasphaera","posee_rasgo","diferenciación celular y separación germen–soma inferidas","expresa","S166 resumen; figs. 2–4","no evaluado","baja","Las estructuras están observadas; su significado biológico y taxonómico es inferido. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-736","La interpretación de diferenciación germen–soma en fósiles tipo Megasphaera cuestiona una identificación exclusiva como protista unicelular enquistante.","afirmación C-734","cuestionado_por","estructuras internas interpretadas como diferenciación","expresa","S166 discusión","no evaluado","baja","La contraevidencia afecta el modelo de ciclo vital, pero no establece por sí sola afinidad animal corona. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-737","Moczydłowska y colaboradores propusieron afinidades algales para varios acritarcos de Doushantuo, incluido material relacionado con Tianzhushania.","acritarcos de Doushantuo","clasificado_como_por","quistes algales","expresa","S167 resumen y discusión","no evaluado","baja","La interpretación usa series ontogenéticas y estructuras internas; compite con hipótesis holozoas y animales. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-738","Caveasphaera muestra una secuencia de desarrollo con redistribución celular que fue comparada con embriología animal.","Caveasphaera","posee_rasgo","desarrollo parecido al embrionario animal","expresa","S164 resultados; fig. 3","no evaluado","media","La serie fósil documenta cambios espaciales, pero la homología con procesos animales no está demostrada. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-739","La posición filogenética de Caveasphaera no está resuelta entre un holozoo no animal y un linaje relacionado con animales.","Caveasphaera","tiene_posicion*","Holozoa indeterminado","expresa","S164 discusión","no evaluado","baja","No hay caracteres que permitan ubicarla dentro de la topología de Holozoa con confianza. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-740","Helicoforamina fue interpretada como holozoo mediante reconstrucción de etapas de desarrollo, pero su posición dentro de Holozoa permanece indeterminada.","Helicoforamina","clasificado_como_por","Holozoa de posición interna indeterminada","expresa","S165 título; discusión","no evaluado","baja","La serie ontogenética apoya afinidad amplia, no un nodo concreto del corredor. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-741","Trabajos anteriores habían interpretado esteranos y hopanos en rocas arcaicas como biomarcadores singenéticos.","reportes de esteranos y hopanos arcaicos anteriores a S170","tiene_interpretacion*","biomarcadores singenéticos","expresa","S170 introducción; referencias de los reportes reexaminados","no evaluado","media","La fila registra la interpretación original que S170 somete a prueba; no la adopta como conclusión vigente. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","histórica"
"C-742","Rasmussen y colaboradores reinterpretaron como contaminación postdeposicional los esteranos y hopanos arcaicos reportados en C-741.","C-741","cuestionado_por","contaminación introducida después de la litificación","expresa","S170 resumen; figs. 1–3","no evaluado","alta","La distribución de hidrocarburos y el análisis petrográfico mostraron desacoplamiento respecto de la materia orgánica sincrónica. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-743","La reinterpretación de los biomarcadores arcaicos retiró ese conjunto como evidencia segura de eucariotas arcaicos.","biomarcadores arcaicos contaminados","pierde_valor_probatorio*","presencia de Eukaryota en el Arcaico","sintesis(C-742)","S170 discusión","no evaluado","alta","Una señal contaminante no fecha la biosíntesis en el sedimento hospedador.","resuelta","vigente"
"C-744","La biota de protosteroides fue inferida a partir de productos diagenéticos de esteroles ancestrales abundantes en rocas mesoproterozoicas.","biota de protosteroides","respaldado_por","biomarcadores de protosteroles","expresa","S171 resumen; figs. 1–4","no evaluado","media","Las moléculas son observadas; la asignación a eucariotas troncales depende de reconstrucción biosintética. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-745","Brocks y colaboradores interpretaron la biota de protosteroides como eucariotas del grupo tronco ecológicamente abundantes antes del ascenso de esteroles modernos de grupos corona.","biota de protosteroides","linaje_troncal_de","Eukaryota","expresa","S171 discusión","no evaluado","baja","La inferencia integra vías biosintéticas y distribución estratigráfica; no existe fósil corporal enlazado a cada biomarcador. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-746","El 24-isopropilcolestano fue propuesto como biomarcador de demosponjas del Criogénico.","24-isopropilcolestano","clasificado_como_por","biomarcador de Demospongiae","expresa","S172 resumen","no evaluado","media","El compuesto aparece en algunas esponjas, pero su exclusividad biosintética fue cuestionada. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-747","La presencia de precursores y productos equivalentes en Rhizaria unicelulares cuestiona la especificidad animal del 24-isopropilcolestano.","afirmación C-746","cuestionado_por","biosíntesis en Rhizaria unicelulares","expresa","S174 resumen","no evaluado","media","Es un contraejemplo empírico a la exclusividad taxonómica del biomarcador. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","sin resolver","vigente"
"C-748","La genómica comparada de esponjas apoya la capacidad biosintética necesaria para producir esteroles C30, pero no demuestra exclusividad frente a otros eucariotas.","esponjas","posee_rasgo","genes asociados con esteroles C30","expresa","S173 resultados; fig. 2","no evaluado","baja","La capacidad está respaldada por genes y lípidos; la especificidad requiere muestreo exhaustivo de otros clados. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","parcialmente resuelta","vigente"
"C-749","Saccharomyces cerevisiae produjo esteroles en experimentos con 7 nM de O₂ disuelto.","biosíntesis de esteroles en Saccharomyces cerevisiae","tiene_valor_medido","7 nM O₂","expresa","S176 resumen; resultados","no evaluado","alta","El valor fue medido bajo condiciones experimentales controladas. La auditoría independiente no localizó en esta fila apoyo y oposición con localizadores; por prudencia, la aceptación queda no evaluada.","resuelta","vigente"
"C-750","El umbral de 7 nM de O₂ para una levadura no puede convertirse directamente en un valor único de oxígeno atmosférico proterozoico.","umbral experimental de esteroles","no_equivale_a*","pO₂ atmosférica global","sintesis(C-749)","S176 discusión","no evaluado","alta","La relación depende de intercambio aire–agua, respiración, microambientes y fisiología específica.","resuelta","vigente"
"C-751","Lechte et al. situaron los fósiles eucariotas más antiguos de su conjunto aproximadamente entre 1,75 y 1,4 Ga.","fósiles eucariotas más antiguos del conjunto de S547","tiene_edad_estimada","~1,75–1,4 Ga","expresa","S547 resultados; cronología del conjunto","no evaluado","alta","Es el intervalo publicado para el conjunto analizado, no una edad inferida de LECA ni una calibración nodal.","resuelta","vigente"
"C-752","En el conjunto de Lechte et al., esos fósiles aparecen casi restringidos a fondos marinos oxigenados.","fósiles eucariotas más antiguos del conjunto de S547","asociado_con*","fondos marinos oxigenados, casi exclusivamente en el conjunto estudiado","expresa","S547 resultados; distribución paleoambiental","no evaluado","alta","La asociación observada en el conjunto no prueba exclusividad ambiental universal.","parcialmente resuelta","vigente"
"C-753","Lechte et al. infirieron que esa distribución es compatible con metabolismo aerobio y presencia de mitocondrias.","Lechte et al.","infiere*","aerobiosis y presencia de mitocondrias en los organismos fósiles estudiados","expresa","S547 discusión","no evaluado","media","Aerobiosis y mitocondrias son inferencias de los autores a partir de la distribución ambiental, no observaciones directas del fósil.","parcialmente resuelta","vigente"
"C-754","Lechte et al. infirieron un hábito bentónico para los organismos fósiles analizados.","Lechte et al.","infiere*","hábito bentónico de los organismos fósiles analizados","expresa","S547 discusión","no evaluado","media","El hábito bentónico es una interpretación de los autores y no una estructura observada de forma directa.","parcialmente resuelta","vigente"
"C-755","En la búsqueda Q-0171 no se localizó un fósil con sinapomorfía diagnóstica directa de Amorphea.","búsqueda Q-0171 de fósiles diagnósticos de Amorphea","no_localiza*","fósil con sinapomorfía diagnóstica del nodo","glosa","Q-0171","no evaluado","desconocida","La consulta exacta y las fuentes evaluadas quedan en el registro Q; los fósiles de subclados no se promovieron a diagnóstico de Amorphea. Es un resultado negativo acotado, no inexistencia universal.","información insuficiente","vigente"
"C-756","En la búsqueda Q-0172 no se localizó un fósil con sinapomorfía diagnóstica directa de Obazoa.","búsqueda Q-0172 de fósiles diagnósticos de Obazoa","no_localiza*","fósil con sinapomorfía diagnóstica del nodo","glosa","Q-0172","no evaluado","desconocida","La consulta exacta y las fuentes evaluadas quedan en el registro Q; los fósiles de subclados y los usos de Obazoa como raíz de reloj no se promovieron a asignación fósil. Es un resultado negativo acotado.","información insuficiente","vigente"
